Date,Temperature,Precipitation,Weather_Conditions,Humidity,Event_Location,Event_Date,Event_Type,Promotion_Type,Promotion_Start_Date,Promotion_End_Date,Promotion_Discount,Promotion_Items,Receipt_ID,Item_Sold,Quantity_Sold,Total_Sales_Amount,Item_ID,Item_Name,Current_Stock_Level,Reorder_Point,Lead_Time,Expiration_Date
2024-02-09,15.2,7.8,Cloudy,27,,,,,,,,,b5c1c779-c9f0-4ca9-a143-d88287dc5a05,Apples,8,438.66,5db5e21b-81fb-4549-b35a-e391874b182f,Apples,312,43,7,2025-02-16
2024-03-31,17.2,16.0,Sunny,53,Kennethberg,2024-04-29,Concert,,,,,,ba0ea764-3fce-4aa8-93f1-23d6b2a75da0,Eggs,5,111.06,e530f268-b9b6-4010-af51-bc4fd12a05c2,Eggs,225,47,1,2025-01-14
2024-03-19,31.2,2.8,Rainy,81,South Valerieborough,2024-05-17,Festival,Discount,2024-01-21,2024-05-18,28.4,Milk,25d4465c-3ccd-4bf6-b815-6b024912b23f,Bananas,4,398.43,3b68c752-87a6-451e-b625-68dbe605a731,Bananas,494,15,11,2024-04-16
2024-04-20,29.1,19.0,Sunny,34,,,,Buy-One-Get-One,2024-03-18,2024-06-20,6.8,Milk,320948aa-45bc-4fa9-a9f5-8e2af31e5c80,Apples,5,496.31,e47d041f-3feb-4c11-b15a-66fc4bf85c77,Apples,362,37,1,2024-05-10
2024-03-12,19.2,4.3,Cloudy,61,,,,,,,,,149b8813-af7c-49d9-883e-36e09a7e8415,Cheese,9,387.81,b9b080b9-b83e-4faa-bdc2-4eee228c8a5d,Cheese,392,22,3,2024-06-29
2024-02-02,23.4,13.6,Cloudy,98,,,,Discount,2024-02-02,2024-05-10,37.9,Chicken,dc76b87c-647d-4a1c-a90f-3663997fda10,Bananas,5,281.17,95216b05-4c5b-42c0-a1dc-07892d316cba,Bananas,425,66,1,2024-06-02
2024-01-25,13.8,0.2,Cloudy,38,Feliciafurt,2024-04-14,Concert,,,,,,6ffc9cfb-21a5-4390-a08f-a4e9982da69b,Apples,10,932.77,54af76f6-8661-4676-934d-220ad1dcacc5,Apples,234,40,1,2024-10-12
2024-07-22,25.3,15.9,Sunny,44,,,,Discount,2024-06-16,2024-06-28,43.6,Milk,1de6b233-ec62-4d6b-a5e4-1a415615ae0d,Milk,8,358.1,25f3f8dd-23bb-43f7-8869-1fdd4db15fa4,Milk,444,75,8,2024-11-13
2024-04-22,25.2,11.9,Cloudy,75,,,,,,,,,eb7233e5-5b1b-4568-8d64-9df0af56459f,Apples,4,39.76,b69e2de2-5a22-4dba-8b62-b15819ea7e74,Apples,181,69,9,2024-07-22
2024-03-19,28.5,2.8,Cloudy,23,Phamland,2024-02-17,Sports,,,,,,17fbbb7a-5c26-4d70-9a60-a12259e36ca9,Cheese,4,75.46,517129b9-dbda-4378-9f90-581580cd262b,Cheese,170,77,8,2024-05-03
2024-01-08,34.5,8.5,Cloudy,75,,,,,,,,,123e4eef-5a49-4da8-bda1-afa10c77bcf5,Bread,9,273.17,9f6ed57f-6b19-4f0a-aabf-ee8b72f6dbc4,Bread,344,61,8,2024-07-23
2024-01-17,17.1,5.1,Cloudy,70,,,,,,,,,2c752390-6f92-447d-be66-ec7a0cb4877c,Bananas,10,409.28,540dc948-4583-43ec-a20d-ca9336fb9a03,Bananas,88,61,11,2024-08-13
