Product ID,Product Name,Category,Sub-Category,Expiration Date,Stock Level,Sales Velocity,Purchase Date,Price,Shelf Life,Product Weight/Volume,Additional Feature 1,Additional Feature 2,Likely to be Sold,Price_per_Weight,Days_to_Expiration
PID100035,Behind Respond,1,20,2024-10-21,0.1717171717171717,0.6536819051026955,2023-02-20,0.8174392485195018,609,6.48,3.453280375569424,Whole,1,0.12614803217893544,609
PID100036,Under Citizen,2,16,2024-12-24,0.050505050505050504,0.04051649886285655,2023-01-16,0.6810292015519707,708,5.63,Sausages,Hard,0,0.12096433420106051,708
PID100037,Thousand Be,5,21,2024-12-14,0.9191919191919193,0.6442543453654259,2023-09-29,0.4584439452726159,442,4.41,Overripe,1.7828831976535986,0,0.10395554314571788,442
PID100038,Wind Themselves,7,14,2024-07-28,0.37373737373737376,0.008736744118500873,2023-09-23,0.15070451296712276,309,3.4,Pre-made Salads,Vegan,0,0.044324856755036106,309
PID100039,Include Third,1,20,2024-09-30,1.0,0.620638920970743,2023-07-23,0.04084133142740454,435,1.72,29.45742210375916,Skim,0,0.023744960132211942,435
PID100040,Fact Nearly,4,19,2024-11-11,0.7070707070707072,0.12953215475937285,2023-04-02,0.11455993465386971,589,7.33,Smoothies,,0,0.015628913322492458,589
PID100041,Time Dinner,2,16,2024-12-13,0.6666666666666667,0.7288077253990622,2023-09-21,0.3024300592199306,449,8.37,Sausages,Semi-Soft,0,0.036132623562715724,449
PID100042,Perform That,1,11,2024-06-11,0.7171717171717172,0.9088813845703924,2023-08-14,0.47396365121502965,302,8.42,29.28688372947171,Skim,0,0.05629021985926718,302
PID100043,Face Little,1,5,2024-07-10,0.1414141414141414,0.6997298586195471,2023-09-14,0.42638350010210335,300,3.09,22.042529736558457,Whole,1,0.13798818773530855,300
PID100044,Put School,6,17,2024-12-22,0.48484848484848486,0.8062985449435914,2023-11-05,0.9916275270573821,413,0.96,Steak,Fish,0,1.032945340684773,413
PID100045,Heavy Beautiful,0,1,2024-05-05,0.494949494949495,0.007690220760349198,2023-08-26,0.39371043496017977,253,5.24,Bread,Fruit,0,0.075135579190874,253
PID100046,Business Message,3,18,2024-08-15,0.5454545454545455,0.08353482757838059,2023-09-02,0.2199305697365734,348,9.99,Small,A,0,0.022015072045703042,348
PID100047,Government Through,7,15,2024-03-14,0.4545454545454546,0.11489737014537359,2023-04-05,0.8221360016336534,344,8.54,Pre-packaged Meals,Gluten-Free,0,0.09626885265031071,344
PID100048,Admit Sign,3,18,2024-04-15,0.15151515151515152,0.49713557744913967,2023-02-15,0.25627935470696345,425,6.45,Large,A,1,0.03973323328790131,425
PID100049,Season Discussion,1,22,2024-05-24,0.585858585858586,0.3780292348275981,2023-11-05,0.5462528078415357,201,1.6,29.660696669572694,Skim,0,0.3414080049009598,201
PID100050,Conference Go,6,17,2024-06-14,0.5151515151515152,0.6384719687674417,2023-11-13,0.42311619358791097,214,5.26,Fillet,Shellfish,0,0.08044034098629486,214
PID100051,Assume Blood,3,18,2024-10-31,0.6969696969696971,0.6098668257038034,2023-02-26,0.2185011231366143,613,3.47,Small,AA,0,0.06296862338230959,613
PID100052,Top Save,4,8,2024-03-25,0.6767676767676769,0.14826609354518722,2023-01-18,0.2566877680212375,432,7.86,Freshly Squeezed Juices,Sugar,0,0.032657476847485684,432
PID100053,Technology Painting,2,14,2024-09-03,0.9090909090909092,0.8072358293646583,2023-12-20,0.06595875025525832,258,0.94,Deli Meats,Soft,0,0.07016888325027482,258
PID100054,Would Nor,0,1,2024-08-21,0.050505050505050504,0.3004124359562621,2023-09-22,0.7590361445783134,334,4.54,Bread,Cream,0,0.16718857810095009,334
PID100055,Back Agreement,6,6,2024-02-18,0.47474747474747475,0.5050511741595504,2023-09-04,0.9011639779456811,167,5.07,Steak,,0,0.17774437434826057,167
PID100056,Current Police,1,5,2024-11-18,0.9696969696969698,0.20602869535275575,2023-08-12,0.5354298550132734,464,6.03,24.770898514810614,Skim,0,0.08879433748147154,464
PID100057,Call Include,7,14,2024-02-05,0.7575757575757577,0.23350668662480106,2023-05-24,0.8648151929752911,257,0.3,Pre-made Salads,Gluten-Free,0,2.882717309917637,257
PID100058,These Business,6,4,2024-01-15,0.6464646464646465,0.5703459845120706,2023-08-24,0.33244843781907296,144,4.99,Fillet,Shellfish,0,0.06662293343067593,144
PID100059,Age Day,7,7,2024-03-12,0.494949494949495,0.06212120462013676,2023-10-06,0.6410046967531142,158,1.36,Fresh Pasta,Vegan,0,0.4713269829067016,158
PID100060,Candidate Measure,4,8,2024-03-22,0.04040404040404041,0.48137178830988053,2023-10-10,0.14049418011027162,164,8.91,Freshly Squeezed Juices,Preservatives,1,0.0157681459158554,164
PID100061,Such Ask,1,22,2024-12-29,0.4545454545454546,0.4111516029260076,2023-09-21,0.6118031447825201,465,3.93,1.410987474355213,Skim,0,0.15567510045356744,465
PID100062,Agency Off,6,0,2024-06-14,0.04040404040404041,0.5983915782601993,2023-08-30,0.1323259138247907,289,3.31,Fillet,Fish,1,0.039977617469725286,289
PID100063,Blood Thing,7,7,2024-04-10,0.1414141414141414,0.8814887548262079,2023-01-28,0.6101694915254238,438,4.73,Fresh Pasta,,1,0.12899989250008959,438
PID100064,Do Away,4,8,2024-09-08,0.8787878787878789,0.7137574441094219,2023-04-27,0.2960996528486829,500,8.51,Freshly Squeezed Juices,Sugar,0,0.034794318783629014,500
PID100065,Hard Least,2,14,2024-03-11,0.8787878787878789,0.9836538203755352,2023-01-24,0.12129875433939147,412,8.62,Deli Meats,Soft,0,0.01407178124586908,412
PID100066,Most Manage,7,7,2024-01-16,0.47474747474747475,0.7567751348265028,2023-08-20,0.45538084541556056,149,7.92,Fresh Pasta,Gluten-Free,0,0.05749758149186371,149
PID100067,Blood Scene,5,9,2024-05-31,0.6262626262626264,0.2553312343145971,2023-03-19,0.026342658770675927,439,5.25,Overripe,5.717968260934746,0,0.005017649289652558,439
PID100068,Ever Her,0,1,2024-12-17,0.11111111111111112,0.776509980004166,2023-10-12,0.8848274453747194,432,6.31,Bread,Fruit,1,0.14022621955225348,432
PID100069,Many This,2,16,2024-12-16,0.18181818181818182,0.4259879866546391,2023-12-23,0.5658566469266899,359,9.24,Deli Meats,Semi-Soft,0,0.06123989685353787,359
PID100070,Over Condition,1,11,2024-09-27,0.5353535353535355,0.7739849909065958,2023-09-19,0.7343271390647336,374,0.4,13.401557974015095,2%,0,1.8358178476618339,374
PID100071,Democrat Speak,7,15,2024-01-23,0.6363636363636365,0.9195107200146632,2023-11-03,0.962425975086788,81,7.25,Pre-packaged Meals,Gluten-Free,0,0.13274841035679835,81
PID100072,Require Cold,4,8,2024-11-24,0.15151515151515152,0.35924256746934263,2023-03-04,0.028997345313457223,631,3.54,Freshly Squeezed Juices,,0,0.008191340484027464,631
PID100073,Guess Next,0,12,2024-04-07,0.09090909090909093,0.596679622680336,2023-02-15,0.14294465999591588,417,0.13,Pastries,,1,1.0995743076608913,417
PID100074,Picture Will,5,21,2024-06-20,0.47474747474747475,0.6895967194226235,2023-09-16,0.9330202164590568,278,2.41,Unripe,1.8699170242285779,0,0.3871453180328036,278
PID100075,Continue Add,1,5,2024-07-02,0.4444444444444445,0.7076184166389528,2023-09-22,0.25791300796405964,284,0.38,6.243603757524461,Skim,0,0.6787184420106832,284
PID100076,It We,3,10,2024-08-09,0.37373737373737376,0.9373628298387079,2023-12-06,0.9583418419440476,247,6.4,Large,A,0,0.14974091280375743,247
PID100077,Movie Whose,1,20,2024-04-30,0.20202020202020202,0.3765855867936403,2023-09-10,0.14662037982438228,233,1.34,6.6845226993914135,2%,0,0.10941819389879275,233
PID100078,Heavy Important,0,1,2024-11-21,0.9696969696969698,0.18385882271612425,2023-09-13,0.37226873596079235,435,6.67,Bread,Cream,0,0.055812404192022845,435
PID100079,Enough Class,5,21,2024-08-05,0.09090909090909093,0.7023051897698274,2023-09-26,0.13171329385337963,314,3.06,Ripe,7.408788198709219,1,0.0430435600828038,314
PID100080,Actually Lot,6,17,2024-10-14,0.5454545454545455,0.2979912202534815,2023-01-31,0.35429855013273437,622,2.56,Fillet,,0,0.13839787114559937,622
PID100081,Government Single,5,21,2024-01-18,0.5252525252525253,0.008267069761010042,2023-07-31,0.9622217684296509,171,9.02,Ripe,2.03990275946234,0,0.10667647100106994,171
PID100082,Fast Central,2,3,2024-04-03,0.11111111111111112,0.9505099261765266,2023-10-23,0.7966101694915255,163,2.84,Pre-made Salads,Hard,1,0.28049653855335405,163
PID100083,Meet He,6,6,2024-08-24,0.5151515151515152,0.18529570282843866,2023-04-22,0.42148254033081484,490,1.83,Whole,Shellfish,0,0.2303183280496256,490
PID100084,Report Her,6,4,2024-08-17,0.595959595959596,0.6316224235350757,2023-12-13,0.08617520931182357,248,7.57,Fillet,Fish,0,0.011383779301429798,248
PID100085,Property Too,3,10,2024-08-29,0.0,0.2186634402468398,2023-02-21,0.11415152133959569,555,9.79,Medium,A,0,0.01166001239423858,555
PID100086,Senior Force,7,14,2024-05-30,0.9696969696969698,0.4714720722173606,2023-10-18,0.6781703083520523,225,7.62,Pre-made Salads,Gluten-Free,0,0.08899872813019058,225
PID100087,Join Them,7,7,2024-09-09,0.8080808080808082,0.9842711424991266,2023-02-01,0.12048192771084337,586,8.85,Fresh Pasta,Gluten-Free,0,0.013613777142468178,586
PID100088,Ability Phone,5,21,2024-03-15,0.5050505050505052,0.5261624002680158,2023-09-29,0.5815805595262407,168,4.02,Unripe,7.465509493098264,0,0.1446717809766768,168
PID100089,Good Collection,4,19,2024-04-02,0.9696969696969698,0.6726704107737193,2023-03-28,0.19583418419440474,371,0.94,Smoothies,,0,0.2083342385046859,371
PID100090,Public Line,2,3,2024-05-27,0.686868686868687,0.33987139173983094,2023-10-03,0.530120481927711,237,2.57,Deli Meats,Soft,0,0.20627256106136616,237
PID100091,Type Report,7,7,2024-08-08,0.36363636363636365,0.5198919175600786,2023-12-06,0.5740249132121708,246,6.31,Fresh Pasta,,0,0.09097066770398902,246
PID100092,Join Almost,1,5,2024-06-05,0.8181818181818183,0.54364110270538,2023-12-05,0.7414743720645294,183,9.05,8.358437931296415,Skim,0,0.08193086984138445,183
PID100093,Science Out,4,8,2024-06-11,0.20202020202020202,0.12318672566790288,2023-10-27,0.12027772105370635,228,4.07,Freshly Squeezed Juices,Sugar,0,0.029552265615161263,228
PID100094,Recognize Security,6,17,2024-01-19,0.8585858585858587,0.2989247794426019,2023-03-06,0.6320196038390853,319,7.45,Ground,Shellfish,0,0.08483484615289735,319
PID100095,Like Attack,3,10,2024-04-10,0.6363636363636365,0.6521687500064048,2023-09-30,0.05983255054114765,193,3.07,Small,AA,0,0.019489430143696303,193
PID100096,Coach Likely,5,9,2024-07-23,0.030303030303030304,0.3553889710031426,2023-12-10,0.39085154176026143,226,9.93,Overripe,9.78906602162546,0,0.03936067892852582,226
PID100097,Message Whatever,1,5,2024-08-06,0.0,0.3612684354333892,2023-08-23,0.11578517459669188,349,0.14,8.109832154172786,2%,0,0.827036961404942,349
PID100098,Someone A,2,14,2024-12-09,0.29292929292929293,0.14057571866678237,2023-01-16,0.5727996732693487,693,1.99,Sausages,Semi-Soft,0,0.28783903179364256,693
PID100099,Miss Gas,4,19,2024-05-01,0.21212121212121213,0.33067257991311916,2023-11-22,0.647947723095773,161,6.91,Smoothies,,0,0.09376956918896859,161
PID100100,Manage Apply,3,18,2024-11-10,0.6767676767676769,0.316042513061184,2023-11-16,0.20849499693690016,360,1.95,Medium,AA,0,0.10692051124969239,360
PID100101,Type Task,7,7,2024-06-10,0.494949494949495,0.7299305984506504,2023-03-15,0.7955891362058404,453,4.45,Fresh Pasta,Gluten-Free,0,0.17878407555187423,453
PID100102,Official Property,5,21,2024-02-02,0.04040404040404041,0.23396504662386053,2023-11-22,0.08433734939759037,72,1.95,Unripe,7.431628081058981,0,0.04324992276799506,72
PID100103,Share Case,6,13,2024-01-06,0.787878787878788,0.297490073853696,2023-06-06,0.08617520931182357,214,8.7,Fillet,Shellfish,0,0.0099051964726234,214
PID100104,Resource Key,7,7,2024-05-02,0.060606060606060615,0.6319850867565122,2023-01-02,0.5160302225852563,486,9.57,Fresh Pasta,,1,0.05392165335269136,486
PID100105,Different Address,7,14,2024-10-05,0.585858585858586,0.4902472271834401,2023-10-21,0.7041045538084543,350,2.23,Pre-made Salads,Vegan,0,0.31574195238047276,350
PID100106,Able Test,5,9,2024-09-19,0.060606060606060615,0.16276294067615898,2023-07-25,0.003471513171329387,422,6.58,Unripe,0.6369015415518986,0,0.0005275855883479311,422
PID100107,Population Billion,7,14,2024-03-14,0.2828282828282828,0.9709261032746821,2023-02-16,0.39636512150296105,392,9.22,Pre-made Salads,Vegan,0,0.04298970949055976,392
PID100108,Political Range,0,12,2024-03-18,0.7777777777777779,0.10221842855406309,2023-12-06,0.8829895854604861,103,7.97,Pastries,Custard,0,0.11078915752327304,103
PID100109,Five Far,3,10,2024-09-24,0.32323232323232326,0.028677288930138906,2023-03-12,0.04390443128445988,562,3.75,Large,AA,0,0.011707848342522635,562
PID100110,Black Maybe,0,1,2024-11-27,0.32323232323232326,0.6727909516689324,2023-12-25,0.7355523790075558,338,3.19,Bread,Fruit,0,0.23058068307446888,338
PID100111,Industry Product,2,3,2024-02-01,0.4444444444444445,0.8721838711158687,2023-01-09,0.2397386154788646,388,3.13,Pre-made Salads,Soft,0,0.07659380686225706,388
PID100112,Face White,5,21,2024-06-24,0.6363636363636365,0.7247500716771401,2023-11-07,0.04717173779865223,230,8.11,Ripe,4.60511672795628,0,0.005816490480721607,230
PID100113,Structure Business,1,11,2024-11-30,0.10101010101010102,0.24108322112832947,2023-04-10,0.8264243414335309,600,1.62,26.527585592694763,Whole,0,0.510138482366377,600
PID100114,Cell Ready,3,18,2024-07-21,0.5454545454545455,0.5590857618031171,2023-11-14,0.8866653052889525,250,4.01,Large,A,0,0.22111354246607295,250
PID100115,Rather Quite,3,18,2024-05-14,0.16161616161616163,0.8406537221749596,2023-02-14,0.27874208699203595,455,3.59,Medium,A,1,0.07764403537382618,455
PID100116,Try Clear,2,14,2024-04-18,0.6969696969696971,0.789210469856351,2023-11-27,0.7110475801511131,143,7.8,Pre-made Salads,Hard,0,0.09115994617321964,143
PID100117,After And,3,10,2024-01-16,0.3434343434343435,0.23172270451932803,2023-03-21,0.11843986113947316,301,7.86,Large,A,0,0.01506868462334264,301
PID100118,Responsibility Event,7,15,2024-08-04,0.27272727272727276,0.2845143437794164,2023-05-03,0.7361649989789668,459,6.63,Pre-packaged Meals,,0,0.11103544479320766,459
PID100119,Your Hit,7,15,2024-12-30,0.15151515151515152,0.38469471120938475,2023-08-09,0.27220747396365125,509,9.71,Pre-packaged Meals,,0,0.028033725433949663,509
PID100120,Where Time,4,8,2024-01-17,0.8686868686868688,0.71669106645086,2023-11-25,0.5466612211558097,53,2.89,Freshly Squeezed Juices,Preservatives,0,0.18915613188782343,53
PID100121,So Science,0,1,2024-08-23,0.6666666666666667,0.30748561354563236,2023-09-12,0.32713906473351034,346,3.79,Bread,Fruit,0,0.08631637591913202,346
PID100122,Miss Seem,2,14,2024-09-07,0.21212121212121213,0.1371824313324152,2023-12-17,0.015111292628139681,265,5.1,Sausages,Hard,0,0.0029629985545371927,265
PID100123,Low Push,5,9,2024-06-18,0.5050505050505052,0.15514528282517465,2023-05-25,0.1764345517663876,390,9.91,Unripe,7.650406152494567,0,0.017803688371986637,390
PID100124,Try Note,3,18,2024-03-10,0.30303030303030304,0.7327092334607853,2023-03-22,0.8162140085766798,354,7.62,Medium,A,0,0.10711469928827819,354
PID100125,How People,3,18,2024-04-23,0.787878787878788,0.8341256964281362,2023-01-04,0.5264447620992445,475,3.65,Medium,AA,0,0.1442314416710259,475
PID100126,Certainly City,5,9,2024-04-15,0.7171717171717172,0.6528779918695504,2023-05-10,0.6608127424954056,341,5.0,Overripe,4.809150885494712,0,0.1321625484990811,341
PID100127,Green Strategy,4,8,2024-05-22,0.33333333333333337,0.13733882463012304,2023-10-07,0.40167449458852367,228,1.99,Freshly Squeezed Juices,Sugar,0,0.20184647969272546,228
PID100128,Better Ground,2,3,2024-10-29,0.07070707070707072,0.20858836744019743,2023-08-29,0.314886665305289,427,7.5,Deli Meats,Semi-Soft,0,0.04198488870737187,427
PID100129,Also Analysis,3,18,2024-04-14,0.33333333333333337,0.34415452116386125,2023-03-05,0.16193587910965898,406,0.27,Small,A,0,0.5997625152209591,406
PID100130,Citizen Past,6,4,2024-04-22,0.0202020202020202,0.4911526458577568,2023-05-21,0.06085358382683276,337,2.49,Steak,Fish,1,0.024439190291900705,337
PID100131,Indicate Official,4,8,2024-02-20,0.07070707070707072,0.3449116467072552,2023-04-24,0.6638758423524608,302,1.44,Freshly Squeezed Juices,,0,0.4610248905225422,302
PID100132,Building Mean,3,10,2024-10-10,0.18181818181818182,0.3580238671384109,2023-04-04,0.1766387584235246,555,3.36,Small,AA,0,0.05257105905462042,555
PID100133,World Anything,7,15,2024-04-29,0.5252525252525253,0.891140118123625,2023-03-11,0.5335919950990403,415,8.07,Pre-packaged Meals,,0,0.06612044548934824,415
PID100134,Tough Necessary,3,18,2024-10-09,0.7272727272727274,0.9217371233075353,2023-01-28,0.4088217275883194,620,3.96,Large,A,0,0.10323780999705036,620
PID100135,Five Interesting,6,0,2024-11-20,0.42424242424242425,0.23731769057136698,2023-05-08,0.8282622013477641,562,1.85,Steak,Fish,0,0.4477092980258184,562
PID100136,Firm Join,6,0,2024-02-12,0.5454545454545455,0.9278813690015928,2023-02-08,0.5979170920972025,369,6.24,Whole,,0,0.0958200468104491,369
PID100137,Option When,6,17,2024-07-05,0.7777777777777779,0.03990176511845042,2023-07-04,0.3400040841331428,367,7.41,Whole,Fish,0,0.04588449178584923,367
PID100138,Green Thought,5,21,2024-11-05,0.11111111111111112,0.35835404627939127,2023-11-12,0.6716356953236676,359,4.64,Overripe,3.558094886115547,0,0.14474907226803183,359
PID100139,Gun Capital,7,7,2024-07-05,0.3434343434343435,0.803502791845761,2023-02-15,0.944659995915867,506,0.25,Fresh Pasta,,0,3.778639983663468,506
PID100140,Scene Modern,2,14,2024-06-14,0.6060606060606062,0.9775806609594224,2023-01-15,0.7729221972636309,516,5.75,Sausages,Hard,0,0.13442125169802277,516
PID100141,Five Government,5,21,2024-10-12,0.5050505050505052,0.7215315871583401,2023-09-24,0.40371656115989385,384,5.01,Unripe,2.7304969534246992,0,0.08058214793610656,384
PID100142,Wall Clearly,5,21,2024-12-23,0.8787878787878789,0.6805199275677304,2023-03-06,0.7026751072084951,658,9.3,Overripe,7.620813713006523,0,0.0755564631406984,658
PID100143,Produce Other,4,19,2024-05-25,0.32323232323232326,0.20889482197998338,2023-11-10,0.5660608535838269,197,3.36,Smoothies,,0,0.16847049213804371,197
PID100144,Purpose Begin,4,8,2024-01-26,0.19191919191919193,0.330635508066348,2023-11-10,0.747396365121503,77,0.19,Freshly Squeezed Juices,,0,3.933665079586858,77
PID100145,Become Decade,6,4,2024-10-18,0.4646464646464647,0.2911508061131056,2023-03-27,0.2932407596487646,571,5.0,Whole,,0,0.05864815192975292,571
PID100146,Ask Image,7,15,2024-01-04,0.0,0.7885125438782868,2023-02-08,0.5685113334694712,330,4.47,Pre-packaged Meals,Vegan,1,0.12718374350547457,330
PID100147,Indeed Only,5,21,2024-07-20,0.8585858585858587,0.8185728980672585,2023-04-23,0.7786399836634675,454,7.5,Unripe,0.7024606726227145,0,0.10381866448846234,454
PID100148,List Wife,7,7,2024-07-08,0.22222222222222224,0.5295915799803445,2023-11-03,0.06289565039820298,248,6.43,Fresh Pasta,,0,0.009781594152131102,248
PID100149,Pattern Send,1,5,2024-09-20,0.9696969696969698,0.43465898775382666,2023-03-26,0.3112109454768226,544,0.23,23.355936480503054,2%,0,1.353091067290533,544
PID100150,Land Because,2,3,2024-05-23,0.686868686868687,0.5273262430306412,2023-03-27,0.31774555850520725,423,3.49,Pre-made Salads,Semi-Soft,0,0.09104457263759519,423
PID100151,Every Pay,6,0,2024-10-28,0.9696969696969698,0.5113955535878828,2023-03-06,0.7847661833775783,602,7.04,Whole,Shellfish,0,0.11147246922976965,602
PID100152,Lawyer Dark,3,18,2024-05-19,0.7171717171717172,0.9126545304260616,2023-02-14,0.6367163569532368,460,8.0,Large,A,0,0.0795895446191546,460
PID100153,Attack Term,4,8,2024-12-01,0.8787878787878789,0.19442833394780618,2023-11-28,0.35429855013273437,369,7.03,Freshly Squeezed Juices,,0,0.05039808678986264,369
PID100154,Science Ahead,0,2,2024-12-16,0.30303030303030304,0.27442570934242655,2023-07-24,0.945068409230141,511,9.27,Cakes,,0,0.10194912720929246,511
PID100155,Live Soldier,3,18,2024-09-19,0.9595959595959597,0.7139564880782782,2023-03-20,0.863794159689606,549,8.96,Small,A,0,0.09640559817964352,549
PID100156,By Modern,0,1,2024-06-03,0.5656565656565657,0.9237894789088855,2023-04-10,0.9281192566877682,420,6.38,Bread,Custard,0,0.1454732377253555,420
PID100157,Despite Put,2,3,2024-01-17,0.9696969696969698,0.7736454064658447,2023-11-06,0.6095568715540128,72,1.0,Deli Meats,Semi-Soft,0,0.6095568715540128,72
PID100158,Direction Price,5,21,2024-02-26,0.25252525252525254,0.7625137726360525,2023-02-10,0.38635899530324697,381,7.78,Overripe,6.73076446274384,0,0.04966053924206259,381
PID100159,Decade Low,5,21,2024-05-26,0.4545454545454546,0.8300425223336599,2023-05-21,0.12640392076781704,371,7.13,Ripe,8.22005190136293,0,0.017728460135738713,371
